"","tweet_id","sentiment","author","content"
"25032",1694979437,"worry","jenciTN","@ChrisCuomo DO NOT DO IT  I've seen enough  movies to &quot;know&quot; that something terrible will happen... LOL"
"25036",1694979520,"worry","meghoulihan","Coffee brewing, on this #musicmonday morning i'm #listening to the fray... Here's to a good week"
"25040",1694979594,"surprise","BlueInkStains","@tara_louise Lucky me. There are mystery ingredients as well"
"25044",1694979717,"neutral","Ramkarthik","@venkateshkumar Very true. I'll write them seeing IPL"
"25048",1694979875,"neutral","rana_vr1","AC getting installed today"
"25052",1695001250,"neutral","jessie0x","17 again tonight"
"25056",1695001346,"anger","GeekySteph","@olafsearson Lol - I could try!  Seriously tho, dont do all of it! That sucks! xx"
"25060",1695001478,"worry","shirahava","@sharagrif what a riot..now you can tell you're friends you've got chlamydia..but you're hoping to get pox-syphilis soon"
"25064",1695001647,"neutral","neo_indian","@ajaymohanreddy It's time to face the truth - expat Indians are practically Americans."
"25068",1695001740,"love","katepssh","i don't know the guys on radio disney have so much energy. i wouldn't be able to do it  &lt;3"
"25072",1695001893,"surprise","WandaSHorton","@creative_home Yes - that would be perfect.  That was supposed to happen, last night, still dry.  Usually happens as I a heading to appt."
"25076",1695001989,"worry","HUSSYxo","26 days till 18  cant wait."
"25080",1695002167,"surprise","AdamCrooklyn","@killelbunnio  what's the deal."
"25084",1695002373,"worry","Toriterrorr","@britneyspears I hope that if I were to run up on stage with you one day,u wouldnt kick me off.&amp; U would booty pop with me."
"25088",1695002580,"empty","keira88","@LP_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!"
"25092",1695002772,"neutral","zues101","Do you ever catch yourself doing something really really nasty in public and have to play it off? I do"
"25096",1695002904,"relief","berryblossom","I hereby announce that I am... employed! Couldn't be happier, Alhamdulillah!"
"25100",1695002974,"hate","pedrocs","@ruimoura dude, come on... at least rotate that motherfucker!"
"25104",1695003076,"sadness","hyperjetrod","back,had a great MAD monday meeting tomorrow"
"25108",1695003273,"happiness","galvao","Can't help to look at my Twitter page and drool all over my custom bg: http://twitter.com/galvao"
"25112",1695003394,"fun","loris_sl","@BMartha hello there!"
"25116",1695003493,"neutral","yssems","@moonsgirl Be my guest !"
"25120",1695003689,"happiness","ishangoyal","first compree over .. completed the exam in 2 hrs instead of the alloted 3"
"25124",1695003912,"love","gabhii","Hello TwitterFon. I'm so glad you're back"
"25128",1695004095,"love","sarahroters","@taylorswift13 I wish I was in London to see you. It's like my biggest dream to meet you  iloveyouuu &lt;3"
"25132",1695004168,"worry","Bia_Brazil","I just arrived in the office.. I am preparing myself for a very busy day, listening Debussy.... those songs always makes me feel better"
"25136",1695004323,"happiness","keeeeels","hello thereeeeeee"
"25140",1695004536,"happiness","dancingelephant","@thriftymommy - I enjoyed seeing EVERYONE that presented on Saturday at the Clark Howard event - Especially the 3 pre-clark speakers"
"25144",1695004609,"happiness","MyAppleStuff","@ChristineRabel ha ha surprisingly well considering!! Having a good time in the sun up in the mountains"
"25148",1695026686,"worry","HikaruAmerez","Killing people  no not realy O.o just bored although it does sound like fun"
"25152",1695026786,"worry","fumpT","@gjr02 I can't work out if you're into diesel or rice burners."
"25156",1695026928,"surprise","JoshAuerbach","@fredwilson I've heard of disgruntled investors, but calling you a &quot;hoe&quot;? That seems totally out of line"
"25160",1695027018,"neutral","LexxiScrank","watching intense amounts of gossip girl"
"25164",1695027147,"neutral","firedancer67","@kennethruelan well, maybe you can always head for CNT. be sure to save some for me!"
"25168",1695027206,"neutral","caityyyyyy","easties you can go there anytime"
"25172",1695027424,"empty","geardiary","Retweeting @GearDiarySite: Win an AT&amp;T Pantech Matrix Pro http://tinyurl.com/d56mqf - it's easy to enter! so go do it!"
"25176",1695027666,"neutral","Tittch","@phomor You cant put off age but you can put off grumpiness"
"25180",1695027832,"worry","adrenalineee","@rossyflossy haha i get my senior license next friday!!!!"
"25184",1695027939,"happiness","ArteDeb","@whatswithinu I'm very much in tune with your words today. Thanks."
"25188",1695028180,"sadness","FallonThompson","is going to her last full day of school. life is good."
"25192",1695028306,"surprise","echodio","@plc sorry  you wouldn't believe how much feedback we got on that menu bar icon.  the next version will be a lot more subtle"
"25196",1695028557,"empty","sam_ward_is","@mizzannabel im not a supermodel, i still eat mcdonalds baby thats just me!  xxx"
"25200",1695028606,"neutral","TatCat82","Today starts grooming academy, wish me luck."
"25204",1695028902,"worry","ericaatl","i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well"
"25208",1695029092,"happiness","Javamomma","@MrMarketingMan Thanks for the movie review!"
"25212",1695029298,"love","NoelleBobo","What a nice young guy at dunkin donuts let me go first"
"25216",1695029374,"happiness","Elisabethsmile","Me and the calculator made lots of little algebra babies today"
"25220",1695029474,"happiness","Veinte_y_Uno","@AlyceMadden why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan"
"25224",1695029575,"neutral","Osfer","@zaroi Dammit, you beat me to it"
"25228",1695029702,"neutral","kgayes","it's still the 4 am hour at home and my day has begun... gonna drink a lot of coffee today."
"25232",1695029834,"worry","keza34","@joshtastic1 so you are like the rest of us on this miserable bank holiday.then LOL"
"25236",1695030069,"neutral","charlotteord","@SarahJAnderson Skinny dipping with work colleagues?!  Maybe not.  I'd never live it down with this lot!"
"25240",1695052704,"fun","keza34","@nessie111 playing man utd.kick off 19:45.champions league 2nd leg.lol"
"25244",1695052845,"happiness","therealTKNOCK","Morning all! Have a GREAT DAY! Off to school I go"
"25248",1695053105,"worry","PhotoAlert","@AngryYoungMan2 Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!"
"25252",1695053337,"empty","shaunarawrr_x","@_AislinnTighee yeah. you're really annoying"
"25256",1695053614,"love","Lilichka01","@filmfinancier Cowboy westerns...haven't seen those in a while. good luck"
"25260",1695053747,"happiness","isa_photopop98","@leifreak8 Hi Miss.  Isabelle here. :]"
"25264",1695053852,"worry","Merrydeth","@baknitter haha IE...it's expensive!!!! Hm...let me message you later"
"25268",1695054038,"worry","KraziKaz","Is watching the final Underbelly"
"25272",1695054156,"happiness","destiniashlynn","It's Raining!"
"25276",1695054220,"enthusiasm","Blue_RK","i bought a Italian horseshoe charm. Dragon! it seems to be very strong"
"25280",1695054296,"happiness","bgurley1987","@BrunnaXO don't be worried! I'm safe and sound!  &lt;3 you!"
"25284",1695054374,"worry","krapposelli","@agriggs8 is what it takes, I am soooo dragging his ass up there!"
"25288",1695054664,"neutral","pob34","@keza34 hi babe how you doing"
"25292",1695054998,"love","Court_Aless","staying afterschool today  not that i have any &quot;friends&quot; on here - but if i did , i'd tell 'em to text me ! lol [ likin' us &lt;3 ]"
"25296",1695055144,"worry","elizabethlmccoy","@inkspotworkshop he'll be 3 in july! I'm just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore"
"25300",1695055242,"neutral","itaggs","@Love_Idol Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!"
"25304",1695055422,"happiness","BarbadosTravel","@CBmagazine thanks for the reminder. Hope all have a great time"
"25308",1695055565,"happiness","juliaburton","coffee. gym. studio.  story. of. my. life. these. days.     so grateful."
"25312",1695055774,"happiness","anonymousx3","@taylorswift13 I created my account just to get a chance to chat with you (: I ADMIRE YOU! you're amazing! you inspire me to write  &lt;3"
"25316",1695055933,"relief","crazynathi","finally off  now the day starts 2 be nice...maybe with a nice ending ;)"
"25320",1695056126,"neutral","CaleConner","whoa, I've got to go to bed, night!"
"25324",1695056423,"fun","teabass","@llauren_ having a very lazy day, playing xbox and drinking tea"
"25328",1695056534,"love","mcraddictal","I'm feelin aiden today!  on the bus now  Die romatic!!!"
"25332",1695056689,"happiness","Jordynb21","First Day at the new job! Yeah!"
"25336",1695056953,"surprise","PhotoAlert","@Nicurnmama Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!"
"25340",1695080588,"sadness","hugoahlberg","@iveland don't know it really hurt my arm. guess you have to booze me.. or just ask @hpeikemo or @erlandwienke if you don't believe me!"
"25344",1695080723,"love","Deejaywilliams","@ThriftyGambler there are three broody ones atm, I have a china eggs under them to keep them happy ish"
"25348",1695080851,"happiness","debralynntaylor","Happy Monday!  Lots of little things to do today!  Tried to water plants out front very early in jammies! Got caught by two neighbors!!"
"25352",1695080983,"sadness","laurenpryz","i am sleeepyyy. today = busy. work 10-4, library, class 6-7:20, tanning, packing, bit of sleep, atlantic city airport, myrtle beach"
"25356",1695081041,"happiness","Vanni14","Saturday is Partytiiime"
"25360",1695081286,"happiness","Dits","oh yes! Level 40"
"25364",1695081442,"neutral","MireilleM","Good morning tweeps ... wishing you all a great day"
"25368",1695081649,"surprise","wiganwardy","finished work @ midday, had kiddie dinner ... now have no get-up &amp; go ... ah well it's bank holiday!   #fb"
"25372",1695081828,"relief","HobbitJourney","@catdog03 Do I seem brighter &amp; more colorful?"
"25376",1695081908,"surprise","whatsvickydoing","Eating an apple... for once in my life!!! Thought you would like to know"
"25380",1695082034,"relief","dannybanany","@marteyo ahahaha okay deal  now i only have to snuff hermione out"
"25384",1695082179,"happiness","cherrellexXx","Can't wait 2 hand in work tomorrow then im practically finished for the year  yay!!!!!!!"
"25388",1695082344,"neutral","Kauai730","@babygirlparis Ten bucks says I know where your going and if it's where I think it is....let me know if my boulder is still on the beach."
"25392",1695082514,"love","MissyReighn","@GothicVampireQ yessssss wore myself out this weekend planting my garden and working"
"25396",1695082609,"happiness","ByLaurenLuke","Thanks so much for following me here too  I will keep you all up to date as much as possible on my makeup line plus all new collections"
"25400",1695082734,"happiness","BigCruise","good morning twiggas and twitches  http://bbltwt.com/sciif getcha motivation on"
"25404",1695082853,"happiness","jbairy","@shanellelee OOooOO -- no, I have not! Glad to hear it was incredible, though! I still have it bookmarked to try sometime"
"25408",1695082913,"happiness","speed_ofsound","@Dreaming_awake GOOD MIDDAY."
"25412",1695083008,"empty","CreepyMcWeirdo","Making a twitter account"
"25416",1695083082,"neutral","_thefabulousone","Watching good morning america"
"25420",1695083214,"worry","teewaksfoo","&quot;Friends are the same soul different bodies.&quot; Plato"
"25424",1695083350,"happiness","akhilak","Bank holiday in London! woohoo"
"25428",1695083493,"neutral","Rlittleprincess","waching gray's antomy"
"25432",1695083518,"worry","ninachristian","getting ready to preach at church this sunday...first time back in over 6 months....especially for mother's day"
